NodeKey,OrderIndex,BlockType,ContentText,ContentUrl,MetadataJson
c4b20,6,Example,"**Ví dụ.** Một mảnh đất hình chữ nhật dài 25 m, rộng 18 m. Tính chu vi và diện tích.

**Lời giải.** $P=2(25+18)=86$ m; $S=25\cdot 18=450\ \text{m}^2$.",,
c4b20,7,Note,**Chú ý.** Luôn đưa các độ dài về cùng một đơn vị trước khi tính; đơn vị diện tích là đơn vị độ dài bình phương.,,
c4lt,1,Heading,# Luyện tập chung — Chương IV,,
c4lt,2,Text,"Ôn lại: nhận biết và nêu tính chất của tam giác đều, hình vuông, lục giác đều, hình chữ nhật, hình thoi, hình bình hành, hình thang cân; công thức chu vi và diện tích.",,
c4lt,3,Note,**Chú ý.** Hãy làm phần bài tập đính kèm của bài này để tự kiểm tra. Ghi lại những câu sai để ôn lại lý thuyết tương ứng.,,
c4cc,1,Heading,# Bài tập cuối chương IV,,
c4cc,2,Text,"Tổng hợp toàn chương: vẽ hình theo yêu cầu; tính chu vi, diện tích các hình trong bài toán thực tế về mảnh đất, viên gạch, khung tranh, mảnh vườn.",,
c4cc,3,Note,**Chú ý.** Hãy làm phần bài tập đính kèm của bài này để tự kiểm tra. Ghi lại những câu sai để ôn lại lý thuyết tương ứng.,,
c5b21,1,Heading,# Bài 21. Hình có trục đối xứng,,
c5b21,2,Definition,**Trục đối xứng.** Đường thẳng $d$ là trục đối xứng của hình $H$ nếu khi gấp hình theo đường thẳng $d$ thì hai phần của hình chồng khít lên nhau. Khi đó $H$ được gọi là *hình có trục đối xứng*.,,
c5b21,3,Text,Ví dụ: đoạn thẳng có trục đối xứng là đường trung trực của nó; hình tròn có vô số trục đối xứng; hình vuông có 4 trục đối xứng; hình chữ nhật (không phải hình vuông) có 2 trục đối xứng; tam giác đều có 3 trục đối xứng.,,
c5b21,4,Example,"**Ví dụ.** Trong các chữ cái in hoa $A,\ B,\ D,\ H,\ N$, chữ nào có trục đối xứng?

**Lời giải.** $A$ có 1 trục đối xứng (dọc). $B$ và $D$ có 1 trục đối xứng (ngang). $H$ có 2 trục đối xứng. $N$ không có trục đối xứng.",,
c5b21,5,Note,"**Chú ý.** Một hình có thể có một, nhiều, hoặc không có trục đối xứng nào.",,
c5b22,1,Heading,# Bài 22. Hình có tâm đối xứng,,
c5b22,2,Definition,**Tâm đối xứng.** Điểm $O$ là tâm đối xứng của hình $H$ nếu khi quay hình $H$ nửa vòng ($180^\circ$) quanh điểm $O$ thì hình thu được chồng khít với hình ban đầu. Khi đó $H$ được gọi là *hình có tâm đối xứng*.,,
c5b22,3,Text,"Ví dụ: hình bình hành, hình chữ nhật, hình thoi, hình vuông đều có tâm đối xứng là giao điểm hai đường chéo; hình tròn có tâm đối xứng là tâm của nó; đoạn thẳng có tâm đối xứng là trung điểm.",,
c5b22,4,Example,"**Ví dụ.** Chữ cái in hoa nào trong $S,\ H,\ O,\ X,\ A$ có tâm đối xứng?

**Lời giải.** $S,\ H,\ O,\ X$ có tâm đối xứng; $A$ không có tâm đối xứng.",,
c5b22,5,Note,"**Chú ý.** Một hình vừa có thể có trục đối xứng vừa có tâm đối xứng (ví dụ hình vuông, hình tròn).",,
c5b23,1,Heading,# Bài 23. Vai trò của tính đối xứng trong thế giới tự nhiên,,
c5b23,2,Text,"Tính đối xứng có mặt khắp nơi: cánh bướm, bông tuyết, lá cây, tổ ong, hoa văn trang trí, kiến trúc. Đối xứng tạo nên sự cân đối, hài hoà và vững chắc.",,
c5b23,3,Definition,"**Ý nghĩa.** Trong tự nhiên, đối xứng giúp sinh vật cân bằng khi di chuyển và phát triển ổn định. Trong kĩ thuật và nghệ thuật, đối xứng giúp thiết kế cân đối, tiết kiệm vật liệu và dễ chế tạo.",,
c5b23,4,Example,"**Ví dụ.** Bông tuyết thường có mấy trục đối xứng?

**Lời giải.** Bông tuyết sáu cánh có 6 trục đối xứng và 1 tâm đối xứng.",,
c5b23,5,Note,"**Chú ý.** Nhiều công trình như đền, tháp, cầu được thiết kế đối xứng để phân bố lực đều và tạo vẻ đẹp cân đối.",,
c5lt,1,Heading,# Luyện tập chung — Chương V,,
c5lt,2,Text,Ôn lại: nhận biết hình có trục đối xứng và tìm các trục đối xứng; nhận biết hình có tâm đối xứng; vẽ thêm để một hình trở nên đối xứng.,,
c5lt,3,Note,**Chú ý.** Hãy làm phần bài tập đính kèm của bài này để tự kiểm tra. Ghi lại những câu sai để ôn lại lý thuyết tương ứng.,,
c5cc,1,Heading,# Bài tập cuối chương V,,
c5cc,2,Text,"Tổng hợp toàn chương: tìm trục và tâm đối xứng của chữ cái, biển báo, hoa văn; thiết kế hoạ tiết đối xứng đơn giản.",,
c5cc,3,Note,**Chú ý.** Hãy làm phần bài tập đính kèm của bài này để tự kiểm tra. Ghi lại những câu sai để ôn lại lý thuyết tương ứng.,,
c6b24,1,Heading,# Bài 24. Mở rộng phân số. Phân số bằng nhau,,
c6b24,2,Definition,"**Phân số.** $\dfrac{a}{b}$ với $a,b\in\mathbb{Z}$ và $b\ne 0$; $a$ là *tử số*, $b$ là *mẫu số*. Mỗi số nguyên $a$ viết được thành phân số $\dfrac{a}{1}$.",,
c6b24,3,Definition,**Hai phân số bằng nhau.** $\dfrac{a}{b}=\dfrac{c}{d}$ khi và chỉ khi $a\cdot d=b\cdot c$ (tích chéo bằng nhau).,,
c6b24,4,Formula,"\dfrac{a}{b}=\dfrac{a\cdot m}{b\cdot m}\ (m\ne 0);\qquad \dfrac{a}{b}=\dfrac{a:n}{b:n}\ (n\in\text{ƯC}(a,b))",,
c6b24,5,Definition,**Rút gọn – phân số tối giản.** Chia cả tử và mẫu cho một ước chung khác 1. Phân số *tối giản* khi ƯCLN của tử và mẫu (theo giá trị tuyệt đối) bằng 1.,,
c6b24,6,Example,"**Ví dụ.** Rút gọn $\dfrac{-18}{24}$ và so sánh $\dfrac{3}{4}$ với $\dfrac{5}{6}$.

**Lời giải.** $\dfrac{-18}{24}=\dfrac{-18:6}{24:6}=\dfrac{-3}{4}$. Quy đồng: $\dfrac{3}{4}=\dfrac{9}{12}$, $\dfrac{5}{6}=\dfrac{10}{12}$; vì $9<10$ nên $\dfrac{3}{4}<\dfrac{5}{6}$.",,
c6b24,7,Definition,"**So sánh phân số.** Đưa về cùng mẫu dương rồi so sánh tử số; hoặc so sánh với các mốc như 0, $\dfrac{1}{2}$, 1.",,
c6b24,8,Note,**Chú ý.** Người ta thường viết phân số với mẫu số dương: $\dfrac{2}{-5}=\dfrac{-2}{5}$.,,
c6b25,1,Heading,# Bài 25. Phép cộng và phép trừ phân số,,
c6b25,2,Definition,"**Cộng, trừ hai phân số cùng mẫu.** cộng (trừ) các tử số và giữ nguyên mẫu số.",,
c6b25,3,Definition,"**Cộng, trừ hai phân số khác mẫu.** quy đồng mẫu số rồi cộng (trừ) như trường hợp cùng mẫu.",,
c6b25,4,Formula,\dfrac{a}{m}+\dfrac{b}{m}=\dfrac{a+b}{m};\qquad \dfrac{a}{b}+\dfrac{c}{d}=\dfrac{ad+bc}{bd},,
c6b25,5,Definition,**Số đối của phân số.** Số đối của $\dfrac{a}{b}$ là $-\dfrac{a}{b}=\dfrac{-a}{b}$; tổng của một phân số và số đối của nó bằng 0. Quy tắc trừ: $\dfrac{a}{b}-\dfrac{c}{d}=\dfrac{a}{b}+\left(-\dfrac{c}{d}\right)$.,,
c6b25,6,Example,"**Ví dụ.** Tính $\dfrac{2}{3}+\dfrac{-1}{4}$.

**Lời giải.** MSC $=12$: $\dfrac{2}{3}=\dfrac{8}{12}$, $\dfrac{-1}{4}=\dfrac{-3}{12}$. Vậy $\dfrac{8}{12}+\dfrac{-3}{12}=\dfrac{5}{12}$.",,
c6b25,7,Note,**Chú ý.** Phép cộng phân số có tính giao hoán và kết hợp; nên rút gọn kết quả về phân số tối giản.,,
c6b26,1,Heading,# Bài 26. Phép nhân và phép chia phân số,,
c6b26,2,Definition,**Nhân hai phân số.** nhân các tử số với nhau và nhân các mẫu số với nhau.,,
c6b26,3,Definition,"**Phân số nghịch đảo.** Phân số nghịch đảo của $\dfrac{a}{b}$ (với $a,b\ne 0$) là $\dfrac{b}{a}$. Tích của một phân số và phân số nghịch đảo của nó bằng 1.",,
c6b26,4,Definition,"**Chia hai phân số.** muốn chia cho một phân số khác 0, ta nhân với phân số nghịch đảo của nó.",,
c6b26,5,Formula,\dfrac{a}{b}\cdot\dfrac{c}{d}=\dfrac{ac}{bd};\qquad \dfrac{a}{b}:\dfrac{c}{d}=\dfrac{a}{b}\cdot\dfrac{d}{c}=\dfrac{ad}{bc},,
c6b26,6,Example,"**Ví dụ.** Tính $\dfrac{3}{5}\cdot\dfrac{10}{9}$ và $\dfrac{4}{7}:\dfrac{8}{21}$.

**Lời giải.** $\dfrac{3}{5}\cdot\dfrac{10}{9}=\dfrac{30}{45}=\dfrac{2}{3}$. $\dfrac{4}{7}:\dfrac{8}{21}=\dfrac{4}{7}\cdot\dfrac{21}{8}=\dfrac{84}{56}=\dfrac{3}{2}$.",,
c6b26,7,Note,"**Chú ý.** Nên rút gọn chéo trước khi nhân để phép tính gọn hơn. Phép nhân phân số có tính giao hoán, kết hợp và phân phối với phép cộng.",,
c6b27,1,Heading,# Bài 27. Hai bài toán về phân số,,
c6b27,2,Definition,"**Bài toán 1 — tìm giá trị phân số của một số.** Muốn tìm $\dfrac{m}{n}$ của số $a$, ta tính $a\cdot\dfrac{m}{n}$.",,
c6b27,3,Definition,"**Bài toán 2 — tìm một số khi biết giá trị phân số của nó.** Muốn tìm một số biết $\dfrac{m}{n}$ của nó bằng $b$, ta tính $b:\dfrac{m}{n}$.",,
c6b27,4,Formula,\text{Giá trị} = a\cdot\dfrac{m}{n};\qquad \text{Số cần tìm} = b:\dfrac{m}{n},,
c6b27,5,Example,"**Ví dụ.** Một lớp có 40 học sinh, trong đó $\dfrac{3}{5}$ số học sinh là nữ. Tính số học sinh nữ.

**Lời giải.** Số học sinh nữ $=40\cdot\dfrac{3}{5}=24$ (học sinh).",,
c6b27,6,Example,"**Ví dụ.** $\dfrac{2}{3}$ quãng đường dài 18 km. Hỏi cả quãng đường dài bao nhiêu?

**Lời giải.** Cả quãng đường $=18:\dfrac{2}{3}=18\cdot\dfrac{3}{2}=27$ (km).",,
c6b27,7,Note,"**Chú ý.** Phân biệt rõ: bài toán 1 cho ""cả"" tìm ""phần""; bài toán 2 cho ""phần"" tìm ""cả"".",,
c6lt,1,Heading,# Luyện tập chung — Chương VI,,
c6lt,2,Text,"Ôn lại: rút gọn, quy đồng, so sánh phân số; cộng, trừ, nhân, chia phân số; số đối và số nghịch đảo.",,
c6lt,3,Note,**Chú ý.** Hãy làm phần bài tập đính kèm của bài này để tự kiểm tra. Ghi lại những câu sai để ôn lại lý thuyết tương ứng.,,
c6cc,1,Heading,# Bài tập cuối chương VI,,
c6cc,2,Text,Tổng hợp toàn chương: tính giá trị biểu thức phân số bằng cách hợp lí; hai bài toán về phân số trong tình huống thực tế.,,
c6cc,3,Note,**Chú ý.** Hãy làm phần bài tập đính kèm của bài này để tự kiểm tra. Ghi lại những câu sai để ôn lại lý thuyết tương ứng.,,
c7b28,1,Heading,# Bài 28. Số thập phân,,
c7b28,2,Definition,**Số thập phân.** gồm phần số nguyên viết bên trái dấu phẩy và phần thập phân viết bên phải dấu phẩy. Mỗi phân số thập phân (mẫu là $10;100;1000;\dots$) đều viết được dưới dạng số thập phân và ngược lại.,,
c7b28,3,Formula,"\dfrac{-325}{100}=-3{,}25;\qquad 0{,}7=\dfrac{7}{10};\qquad -3{,}25=-\Big(3+\dfrac{2}{10}+\dfrac{5}{100}\Big)",,
c7b28,4,Definition,"**Số thập phân âm và số đối.** Số thập phân âm nhỏ hơn 0. Số đối của $3{,}25$ là $-3{,}25$.",,
c7b28,5,Definition,"**So sánh hai số thập phân.** Số thập phân âm luôn nhỏ hơn số thập phân dương. Với hai số dương: so sánh phần nguyên trước, phần nguyên bằng nhau thì so sánh lần lượt các chữ số ở từng hàng thập phân. Với hai số âm thì ngược lại.",,
c7b28,6,Example,"**Ví dụ.** So sánh $-2{,}17$ và $-2{,}9$.

**Lời giải.** Xét hai số đối $2{,}17$ và $2{,}9$: $2{,}17<2{,}9$ nên $-2{,}17>-2{,}9$.",,
c7b28,7,Note,"**Chú ý.** Thêm hoặc bớt các chữ số 0 ở tận cùng bên phải phần thập phân không làm thay đổi giá trị: $1{,}5=1{,}50$.",,
c7b29,1,Heading,# Bài 29. Tính toán với số thập phân,,
c7b29,2,Definition,"**Cộng, trừ số thập phân.** đặt tính sao cho các dấu phẩy thẳng cột, rồi cộng (trừ) như với số tự nhiên và đặt dấu phẩy ở kết quả thẳng cột với các dấu phẩy đã cho. Với số âm, áp dụng quy tắc dấu như với số nguyên.",,
c7b29,3,Definition,"**Nhân, chia số thập phân.** Nhân: bỏ dấu phẩy để nhân như số tự nhiên, rồi đếm tổng số chữ số ở phần thập phân của các thừa số để đặt dấu phẩy. Chia: chuyển phép chia về chia cho số tự nhiên bằng cách nhân cả số bị chia và số chia với $10;100;\dots$",,
c7b29,4,Formula,a\cdot(b+c)=ab+ac;\qquad (-a)\cdot b=-(ab);\qquad (-a)\cdot(-b)=ab,,
c7b29,5,Example,"**Ví dụ.** Tính $3{,}6\cdot 2{,}5$ và $(-7{,}2):0{,}9$.

**Lời giải.** $3{,}6\cdot 2{,}5=9{,}00=9$. $(-7{,}2):0{,}9=(-72):9=-8$.",,
c7b29,6,Example,"**Ví dụ.** Tính hợp lí $4{,}7+(-3{,}2)+5{,}3+(-6{,}8)$.

**Lời giải.** $=(4{,}7+5{,}3)+\big[(-3{,}2)+(-6{,}8)\big]=10+(-10)=0$.",,
c7b29,7,Note,"**Chú ý.** Các tính chất giao hoán, kết hợp, phân phối vẫn đúng với số thập phân — dùng để tính nhanh.",,
c7b30,1,Heading,# Bài 30. Làm tròn và ước lượng,,
c7b30,2,Definition,**Quy tắc làm tròn số thập phân.** Xác định hàng cần làm tròn. Nhìn chữ số ngay bên phải hàng đó: nếu nó $\ge 5$ thì tăng chữ số ở hàng làm tròn thêm 1; nếu nó $<5$ thì giữ nguyên. Các chữ số bên phải hàng làm tròn bị bỏ đi (hoặc thay bằng 0).,,
c7b30,3,Example,"**Ví dụ.** Làm tròn $3{,}14159$ đến hàng phần trăm và đến hàng phần mười.

**Lời giải.** Đến hàng phần trăm: chữ số hàng phần nghìn là 1 $(<5)$ nên được $3{,}14$. Đến hàng phần mười: chữ số hàng phần trăm là 4 $(<5)$ nên được $3{,}1$.",,
c7b30,4,Definition,"**Ước lượng kết quả.** làm tròn các số trong phép tính đến hàng thích hợp rồi tính nhẩm để dự đoán nhanh kết quả, giúp kiểm tra kết quả tính có hợp lí không.",,
c7b30,5,Example,"**Ví dụ.** Ước lượng $19{,}8\cdot 5{,}1$.

**Lời giải.** $19{,}8\approx 20$; $5{,}1\approx 5$; $20\cdot 5=100$. Kết quả thực tế $\approx 100{,}98$ — phù hợp.",,
c7b30,6,Note,"**Chú ý.** Kết quả làm tròn được viết với dấu ""$\approx$"" (xấp xỉ). Trong đo đạc, thường làm tròn theo độ chính xác của dụng cụ.",,
c7b31,1,Heading,# Bài 31. Một số bài toán về tỉ số và tỉ số phần trăm,,
c7b31,2,Definition,"**Tỉ số.** Tỉ số của $a$ và $b$ (với $b\ne 0$) là thương $a:b$, viết là $\dfrac{a}{b}$ hoặc $a:b$.",,
c7b31,3,Definition,**Tỉ số phần trăm.** Tỉ số phần trăm của $a$ và $b$ là $\dfrac{a}{b}\cdot 100\%$.,,
c7b31,4,Formula,\text{Tỉ số phần trăm của }a\text{ và }b=\dfrac{a}{b}\cdot 100\%,,
c7b31,5,Example,"**Ví dụ.** Một lớp có 40 học sinh, trong đó 22 học sinh nữ. Tính tỉ số phần trăm học sinh nữ.

**Lời giải.** $\dfrac{22}{40}\cdot 100\%=55\%$.",,
c7b31,6,Example,"**Ví dụ.** Một chiếc áo giá 250 000 đồng được giảm giá $12\%$. Tính số tiền phải trả.

**Lời giải.** Số tiền giảm $=250\,000\cdot\dfrac{12}{100}=30\,000$ đồng. Phải trả $250\,000-30\,000=220\,000$ đồng.",,
c7b31,7,Note,**Chú ý.** Tìm $p\%$ của $a$: tính $a\cdot\dfrac{p}{100}$. Tìm $a$ khi biết $p\%$ của nó là $b$: tính $b:\dfrac{p}{100}$.,,
c7lt,1,Heading,# Luyện tập chung — Chương VII,,
c7lt,2,Text,"Ôn lại: đọc, viết, so sánh số thập phân; bốn phép tính với số thập phân và tính nhanh; làm tròn và ước lượng.",,
c7lt,3,Note,**Chú ý.** Hãy làm phần bài tập đính kèm của bài này để tự kiểm tra. Ghi lại những câu sai để ôn lại lý thuyết tương ứng.,,
c7cc,1,Heading,# Bài tập cuối chương VII,,
c7cc,2,Text,"Tổng hợp toàn chương: bài toán thực tế về tiền, đo lường, phần trăm giảm giá, lãi suất, tỉ lệ.",,
c7cc,3,Note,**Chú ý.** Hãy làm phần bài tập đính kèm của bài này để tự kiểm tra. Ghi lại những câu sai để ôn lại lý thuyết tương ứng.,,
c8b32,1,Heading,# Bài 32. Điểm và đường thẳng,,
c8b32,2,Definition,"**Điểm và đường thẳng.** *Điểm* và *đường thẳng* là những hình cơ bản, không định nghĩa. Điểm được đặt tên bằng chữ in hoa ($A,B,C,\dots$); đường thẳng bằng chữ in thường ($a,b,c,\dots$) hoặc bằng tên hai điểm thuộc nó.",,
c8b32,3,Definition,"**Quan hệ thuộc.** Nếu điểm $A$ nằm trên đường thẳng $d$, ta viết $A\in d$ và nói $d$ đi qua $A$. Qua hai điểm phân biệt có một và chỉ một đường thẳng.",,
c8b32,4,Definition,"**Ba điểm thẳng hàng.** là ba điểm cùng thuộc một đường thẳng. Trong ba điểm thẳng hàng, có một và chỉ một điểm nằm giữa hai điểm còn lại.",,
c8b32,5,Example,"**Ví dụ.** Cho ba điểm $M,N,P$ thẳng hàng, $N$ nằm giữa $M$ và $P$. Kể tên các tia và đoạn thẳng tạo thành.

**Lời giải.** Đoạn thẳng: $MN,\ NP,\ MP$. Trên đường thẳng đó có các tia $NM$ và $NP$ đối nhau.",,
c8b32,6,Definition,"**Hai đường thẳng cắt nhau, song song, trùng nhau.** Hai đường thẳng phân biệt hoặc có đúng một điểm chung (cắt nhau), hoặc không có điểm chung nào (song song).",,
c8b32,7,Note,**Chú ý.** Đường thẳng không bị giới hạn về hai phía.,,
c8b33,1,Heading,# Bài 33. Điểm nằm giữa hai điểm. Tia,,
c8b33,2,Definition,**Tia.** Hình gồm điểm $O$ và một phần đường thẳng bị chia ra bởi $O$ được gọi là một *tia gốc $O$*.,,
c8b33,3,Definition,**Hai tia đối nhau.** Hai tia chung gốc và tạo thành một đường thẳng gọi là hai tia đối nhau. Mỗi điểm trên đường thẳng là gốc chung của hai tia đối nhau.,,
c8b33,4,Definition,**Hai tia trùng nhau.** Tia $Ox$ và tia $Oy$ trùng nhau nếu chúng chung gốc và có thêm một điểm chung khác gốc.,,
c8b33,5,Example,"**Ví dụ.** Trên đường thẳng $xy$ lấy điểm $O$. Lấy $A$ thuộc tia $Ox$, $B$ thuộc tia $Oy$. Điểm nào nằm giữa?

**Lời giải.** Vì $A$ và $B$ thuộc hai tia đối nhau gốc $O$ nên $O$ nằm giữa $A$ và $B$.",,
c8b33,6,Note,"**Chú ý.** Khi đọc tên tia, gốc luôn được đọc trước: ""tia $Ox$"".",,
c8b34,1,Heading,# Bài 34. Đoạn thẳng. Độ dài đoạn thẳng,,
c8b34,2,Definition,"**Đoạn thẳng $AB$.** là hình gồm hai điểm $A$, $B$ và tất cả các điểm nằm giữa $A$ và $B$. $A$, $B$ là hai *mút*.",,
c8b34,3,Definition,**Độ dài đoạn thẳng.** Mỗi đoạn thẳng có một độ dài là một số dương. Hai đoạn thẳng bằng nhau nếu có cùng độ dài.,,
c8b34,4,Definition,"**Cộng độ dài.** Nếu điểm $M$ nằm giữa hai điểm $A$ và $B$ thì $AM+MB=AB$. Ngược lại, nếu $AM+MB=AB$ thì $M$ nằm giữa $A$ và $B$.",,
c8b34,5,Formula,"M\text{ nằm giữa }A,B \iff AM+MB=AB",,
c8b34,6,Example,"**Ví dụ.** Cho $AB=7$ cm, điểm $M$ nằm giữa $A$ và $B$ với $AM=3$ cm. Tính $MB$.

**Lời giải.** $MB=AB-AM=7-3=4$ (cm).",,
c8b34,7,Note,"**Chú ý.** Muốn so sánh hai đoạn thẳng, ta so sánh độ dài của chúng.",,
c8b35,1,Heading,# Bài 35. Trung điểm của đoạn thẳng,,
c8b35,2,Definition,"**Trung điểm.** Trung điểm $M$ của đoạn thẳng $AB$ là điểm nằm giữa $A$, $B$ và cách đều $A$, $B$ (tức $MA=MB$). Trung điểm còn được gọi là *điểm chính giữa* của đoạn thẳng.",,
c8b35,3,Formula,"M\text{ là trung điểm của }AB \iff \big(M\text{ nằm giữa }A,B\ \text{ và }\ MA=MB=\dfrac{AB}{2}\big)",,
c8b35,4,Example,"**Ví dụ.** Đoạn thẳng $AB=10$ cm có trung điểm $I$. Tính $IA$ và $IB$.

**Lời giải.** $IA=IB=\dfrac{AB}{2}=\dfrac{10}{2}=5$ (cm).",,
c8b35,5,Definition,"**Cách vẽ trung điểm.** Dùng thước có chia vạch: đo $AB$, tính $\dfrac{AB}{2}$, đặt điểm $M$ trên đoạn $AB$ cách $A$ một khoảng $\dfrac{AB}{2}$. Hoặc gấp giấy sao cho điểm $A$ trùng điểm $B$.",,
c8b35,6,Note,**Chú ý.** Mỗi đoạn thẳng chỉ có duy nhất một trung điểm.,,
c8b36,1,Heading,# Bài 36. Góc,,
c8b36,2,Definition,"**Góc.** là hình gồm hai tia chung gốc. Gốc chung là *đỉnh*, hai tia là hai *cạnh* của góc. Góc có hai cạnh là hai tia đối nhau gọi là *góc bẹt*.",,
c8b36,3,Text,"Kí hiệu góc: $\widehat{xOy}$, $\widehat{O}$ hoặc $\angle xOy$, trong đó $O$ là đỉnh.",,
c8b36,4,Definition,"**Điểm trong của góc.** Với góc $\widehat{xOy}$ không bẹt, điểm $M$ nằm trong góc nếu tia $OM$ nằm giữa hai tia $Ox$ và $Oy$.",,
c8b36,5,Example,"**Ví dụ.** Vẽ hai tia $Oa$, $Ob$. Có mấy góc được tạo thành khi vẽ thêm tia $Oc$ nằm giữa $Oa$ và $Ob$?

**Lời giải.** Có 3 góc: $\widehat{aOc}$, $\widehat{cOb}$ và $\widehat{aOb}$.",,
c8b36,6,Note,"**Chú ý.** Khi hai cạnh của góc trùng nhau, ta có ""góc không"" với số đo $0^\circ$.",,
c8b37,1,Heading,# Bài 37. Số đo góc,,
c8b37,2,Definition,"**Số đo góc.** Mỗi góc có một số đo dương, đo bằng thước đo góc, đơn vị là *độ* (kí hiệu $^\circ$). Số đo của góc bẹt là $180^\circ$; mọi góc có số đo không vượt quá $180^\circ$.",,
c8b37,3,Definition,**Phân loại góc.** Góc nhọn: $0^\circ<\alpha<90^\circ$. Góc vuông: $\alpha=90^\circ$. Góc tù: $90^\circ<\alpha<180^\circ$. Góc bẹt: $\alpha=180^\circ$.,,
c8b37,4,Formula,\text{nhọn}<90^\circ;\quad \text{vuông}=90^\circ;\quad 90^\circ<\text{tù}<180^\circ;\quad \text{bẹt}=180^\circ,,
c8b37,5,Definition,**Hai góc bằng nhau.** nếu có cùng số đo. So sánh hai góc là so sánh số đo của chúng.,,
c8b37,6,Example,"**Ví dụ.** Tia $Oy$ nằm giữa hai tia $Ox$ và $Oz$; $\widehat{xOy}=40^\circ$, $\widehat{yOz}=75^\circ$. Tính $\widehat{xOz}$.

**Lời giải.** $\widehat{xOz}=\widehat{xOy}+\widehat{yOz}=40^\circ+75^\circ=115^\circ$ — là góc tù.",,
c8b37,7,Note,**Chú ý.** Nếu tia $Oy$ nằm giữa hai tia $Ox$ và $Oz$ thì $\widehat{xOy}+\widehat{yOz}=\widehat{xOz}$.,,
c8lt,1,Heading,# Luyện tập chung — Chương VIII,,
c8lt,2,Text,"Ôn lại: điểm, đường thẳng, tia, đoạn thẳng và hệ thức cộng độ dài; trung điểm; góc và số đo góc.",,
c8lt,3,Note,**Chú ý.** Hãy làm phần bài tập đính kèm của bài này để tự kiểm tra. Ghi lại những câu sai để ôn lại lý thuyết tương ứng.,,
c8cc,1,Heading,# Bài tập cuối chương VIII,,
c8cc,2,Text,Tổng hợp toàn chương: vẽ hình theo diễn đạt; tính độ dài đoạn thẳng và số đo góc; nhận biết trung điểm.,,
c8cc,3,Note,**Chú ý.** Hãy làm phần bài tập đính kèm của bài này để tự kiểm tra. Ghi lại những câu sai để ôn lại lý thuyết tương ứng.,,
c9b38,1,Heading,# Bài 38. Dữ liệu và thu thập dữ liệu,,
c9b38,2,Definition,"**Dữ liệu.** là những thông tin thu thập được về một đối tượng. Dữ liệu có thể là *số* (dữ liệu định lượng) hoặc *không phải số* như tên, màu sắc, mức độ (dữ liệu định tính).",,
c9b38,3,Definition,"**Thu thập dữ liệu.** có thể bằng cách quan sát, làm thí nghiệm, lập phiếu hỏi, phỏng vấn, hoặc tra cứu từ nguồn có sẵn (sách, internet).",,
c9b38,4,Example,"**Ví dụ.** Phân loại các dữ liệu sau: chiều cao các bạn trong tổ; môn thể thao yêu thích; số anh chị em.

**Lời giải.** Chiều cao và số anh chị em là dữ liệu số; môn thể thao yêu thích là dữ liệu không phải số.",,
c9b38,5,Definition,"**Tính hợp lí của dữ liệu.** Dữ liệu thu thập cần chính xác, đầy đủ và phù hợp với đối tượng. Cần loại bỏ các giá trị bất thường, vô lí.",,
c9b38,6,Note,"**Chú ý.** Trước khi thu thập, cần xác định rõ: thu thập về vấn đề gì, từ ai và bằng cách nào.",,
c9b39,1,Heading,# Bài 39. Bảng thống kê và biểu đồ tranh,,
c9b39,2,Definition,"**Bảng thống kê.** trình bày dữ liệu theo hàng và cột, giúp thấy nhanh số liệu của từng loại và so sánh giữa các loại.",,
c9b39,3,Definition,**Biểu đồ tranh.** dùng biểu tượng (hình vẽ) để biểu diễn số liệu; mỗi biểu tượng thay cho một số lượng nhất định (ghi trong phần chú giải).,,
c9b39,4,Example,"**Ví dụ.** Trong biểu đồ tranh, mỗi $\bigstar$ ứng với 5 quyển sách. Lớp 6A có 6 ngôi sao. Lớp 6A quyên góp bao nhiêu quyển?

**Lời giải.** $6\cdot 5=30$ quyển sách.",,
c9b39,5,Note,"**Chú ý.** Khi số lượng không chia hết cho giá trị một biểu tượng, ta dùng một phần biểu tượng (ví dụ nửa ngôi sao).",,
c9b40,1,Heading,# Bài 40. Biểu đồ cột,,
c9b40,2,Definition,"**Biểu đồ cột.** biểu diễn số liệu bằng các cột hình chữ nhật có cùng chiều rộng, đặt cách đều nhau; chiều cao mỗi cột tỉ lệ với số liệu mà nó biểu diễn.",,
c9b40,3,Definition,"**Cách đọc.** Nhìn tên ở trục ngang để biết loại, nhìn vạch ở trục đứng (hoặc số ghi trên đỉnh cột) để biết số liệu; cột cao hơn ứng với số liệu lớn hơn.",,
c9b40,4,Example,"**Ví dụ.** Biểu đồ cột về số học sinh đăng kí câu lạc bộ: Bóng đá 12, Cờ vua 8, Mĩ thuật 10. Câu lạc bộ nào đông nhất, tổng bao nhiêu?

**Lời giải.** Bóng đá đông nhất (12). Tổng $12+8+10=30$ học sinh.",,
c9b40,5,Note,"**Chú ý.** Các bước vẽ: kẻ hai trục; chia đơn vị đều trên trục đứng; vẽ các cột có chiều cao đúng số liệu; ghi tên, số liệu và tiêu đề.",,
c9b41,1,Heading,# Bài 41. Biểu đồ cột kép,,
